theta_Q,Q0,gamma,eta_N,eta_D,eta_Q,param_gain_dQ0.1
0.3532759909718892,1.0096366527945526,0.04944489933219406,-0.048235146031852645,-0.040510008041774466,-0.09911688378558851,0.3624097397199262
0.3720854142513547,0.9933946837183718,0.04539415640201768,-0.04823938637967158,-0.04033196564665144,-0.10440332719570765,0.3863422564905139
0.3707195801985649,0.997514129019461,0.036746803290584835,-0.048217615107241533,-0.03995211785195064,-0.10397314218490036,0.38458553064057055
0.34944402275914216,1.0006504405478147,0.03534329969424946,-0.048318939322759026,-0.03989965067936931,-0.09821208408847354,0.35760207022857493
0.3635121852736532,1.0080472120391173,0.06475235294692273,-0.04818509232704317,-0.041205595255916536,-0.10188296781781087,0.3753646614135888
0.34944526347928523,1.0137979784461346,0.023908556907378548,-0.04822996492315116,-0.03938875083706532,-0.09803158461573358,0.3576036231807227
0.35914472266891373,1.000039412770474,0.051977705615044,-0.048266672125113284,-0.04061363168875433,-0.10082930273908236,0.36981710135858115
0.3610459535967522,1.015361908101796,0.030971264806488416,-0.04814882536683012,-0.03968444442385151,-0.10111558460079167,0.37222835669230614
0.3651203376022413,1.002719414767008,0.02577677857522895,-0.04821308134117119,-0.039466057670415014,-0.10239313291618789,0.3774149227461516
0.33640022947853654,1.033436965460455,0.05177586758841079,-0.04818143937038324,-0.040624635086747095,-0.09427704720727421,0.3414064319061296
0.3598325508475909,1.010778045146294,0.05899037898296607,-0.04818800299885443,-0.040946165064468285,-0.10085775448039741,0.37068879045430525
0.3747688909601106,1.000281842870593,0.03480729173195435,-0.04817434129412867,-0.03986186910824772,-0.10501449230228861,0.38980243287046634
0.37271692714988636,0.9760952182409856,0.04478162549261396,-0.048360785685218614,-0.040293896361022874,-0.10484371068491125,0.38715551355581357
0.3825739479898493,0.9864961157355912,0.04453663543640531,-0.04823091721928364,-0.0402951860692083,-0.1073274552363467,0.39993257980730723
0.3403928311329903,1.0149740683985835,0.016232359763848635,-0.04827717931020354,-0.039073752183887166,-0.09558554289143684,0.3463361647102705
0.3627117643765863,0.9906111084170888,0.061197210748904836,-0.04831219735826316,-0.04099304377375749,-0.10192679094185321,0.3743457149877465
0.3625377447386481,1.0016843563358724,0.02141181460556659,-0.048235440459426696,-0.039281057770479626,-0.10171602874352904,0.3741243195542079
0.3611992335761755,0.9936604008776264,0.042884977174500995,-0.048299364434300746,-0.04021885539718997,-0.10147478843752561,0.37242300324956523
0.3599119752298834,0.9820979336122012,0.04202332566766904,-0.04838752075662662,-0.040178814255184055,-0.10129770033852287,0.3707894933521454
0.38391452985276925,0.9784339114571208,0.030995883228450805,-0.048283379206571754,-0.039709849568262866,-0.10782069449698081,0.4016824621313817
0.350628532183123,0.9959005218312788,0.06095732535132811,-0.04834435404655662,-0.040969597812657306,-0.09859682586341713,0.35908575031567525
0.3500195203446452,1.0015960322789361,0.012085152478314327,-0.04830916360605008,-0.03891314313756768,-0.09835392642596708,0.35832264958770366
0.36379731495138456,1.0020202657869053,0.020431483593065684,-0.04822573335150302,-0.03923429795019754,-0.1020488813461139,0.3757278798026582
0.36527081212941565,1.0044121951302003,0.02953433428560362,-0.048200261803584936,-0.03962975930657953,-0.1024080946188576,0.3776069748137043
0.3679090740648062,0.9796135440384015,0.07192705462925365,-0.0483614270348669,-0.04141602686317684,-0.10349265422480171,0.3809800509931096
0.3568719984897476,1.0131981740333904,0.07115164513611082,-0.04818909124377485,-0.04149004850266853,-0.10003019784646086,0.3669421400027375
0.3601229510974822,0.9994766359685018,0.043547483364612435,-0.048264913717795246,-0.04024941251569655,-0.10110025546929112,0.37105703972421766
0.3377751476796354,1.0409675044175934,0.03338357201266887,-0.04812359892333895,-0.03979097659976554,-0.09454873215795911,0.34310133203036686
0.35297713266197367,1.0051724974386393,0.0334922395633355,-0.04826742049995171,-0.03981482049545894,-0.09909929828417903,0.3620339661972596
0.371576409768046,0.9806973244536119,0.06936143110000645,-0.048333687900169384,-0.04132605393076754,-0.10446432107455565,0.38568722968584246
0.3593238226379379,1.0107904428921597,0.030388038526899155,-0.048190967829169075,-0.03966598942848078,-0.10072135927515959,0.3700440043625708
0.3512479454442362,1.0130629998650962,0.03006163782911598,-0.048224021685034854,-0.03965797069329382,-0.09852515731769447,0.3598624735521605
0.35557582917513086,1.0094331678913204,0.04737885752470514,-0.04822278072965803,-0.04042121029856396,-0.09973656344183421,0.36530612538897755
0.35787485885407544,1.006844473761108,0.06565713477510093,-0.048226936178354496,-0.041224963043441344,-0.10039007544125661,0.36820974534085504
0.3669444592519153,0.9923481097270457,0.015986615588177707,-0.04827600563604699,-0.03906262172028182,-0.10303898741948912,0.3797454875319326
0.3509277326184847,1.029775858970759,0.030505064792442037,-0.04811287978681445,-0.03965636998751535,-0.09820847360796518,0.3594608632763441
0.39281814384664177,0.9691493640718112,0.05975284350773873,-0.048306017300703295,-0.04093433178012232,-0.11037296013086174,0.41337919073563456
0.3562827550914948,0.9952764901513788,0.05483585028615512,-0.04831619585988329,-0.04072268977535458,-0.10012844084231844,0.36619807619653555
0.3512700708047349,1.0210401941792744,0.02849528057559417,-0.048169799917134486,-0.03957647779749139,-0.09842057752433003,0.35989022900595113
0.3910899508135034,0.9780960002349796,0.03627714096656175,-0.04824726398482662,-0.03993361012364822,-0.10975372413667929,0.4110986521405655
0.3675501304191265,1.0044032286003428,0.03439933124666006,-0.04818693426727222,-0.0398449142291043,-0.10301863621608962,0.38052048366849234
0.36950822358221375,1.0063777464670185,0.05845249590270106,-0.0481613702536721,-0.0409317686911511,-0.10351251519469234,0.3830299875754397
0.37484154381727375,0.9880407995741602,0.06150859414774864,-0.04826256684989283,-0.041027282039400155,-0.10522720924774669,0.3898962750283772
0.34907725552430396,1.005618416077028,0.054874943636479594,-0.048287455085629864,-0.04073275839539249,-0.09804507622653144,0.3571431089404078
0.3593217538967093,1.0128320927332644,0.036885866938633737,-0.04817682749391531,-0.03995566420851339,-0.10069122560357141,0.37004138317233526
0.3355879290449108,1.0199489169352405,0.04578107299030672,-0.04827415675326266,-0.04034498132675837,-0.09423038072506551,0.34040643304848706
0.3568573416706736,1.0194737043437807,0.022057035045652686,-0.04814600537970152,-0.03927735438616299,-0.09993665626040521,0.3669236256018873
0.35133336529078896,1.0159436773892907,0.06507181835597936,-0.04820395580304296,-0.041210581078241985,-0.09850811159590592,0.3599696338108267
0.3633788519835818,0.9924176183831136,0.06599704603028952,-0.04829571137621066,-0.04120461564755309,-0.10207940604552923,0.37519485611377457
0.3580004502834238,0.999834052309282,0.033485186670285653,-0.04827474289180016,-0.03981547597511676,-0.10052485626078486,0.36836860260011695
0.362244758120089,0.99332790341909,0.011213148460579388,-0.04829574787259053,-0.03886850896609252,-0.10176089635843336,0.37375167705027224
0.3560061169187547,0.9978617877915634,0.037416788215335665,-0.04829993227667396,-0.03998610380709322,-0.10001701763986726,0.36584894009194335
0.3433780524773758,1.0187642546892657,0.042691870550137206,-0.048233803322992964,-0.04021400281962027,-0.09633718673402701,0.3500379408703327
0.35784141359364025,0.9895234893638539,0.05098284499657073,-0.04834722207994849,-0.04055325912696138,-0.10063105940852435,0.3681674454870192
0.3508447295069225,1.0181503654723798,0.04454362810427484,-0.04819199122284229,-0.040298921802116736,-0.0983466896988673,0.35935678688094574
0.35144852091324474,1.002423642040502,0.019620089819933285,-0.04829516941118057,-0.03922676184183835,-0.0987268617449003,0.3601141158800918
0.35171265662124795,1.0054538964107038,0.027707915523594966,-0.048272975426784125,-0.039566282607845,-0.09875565729873162,0.3604455961927864
0.342183622988616,1.02890614976664,0.06511147100094523,-0.048174148361026015,-0.04122712237821894,-0.09588334676725536,0.34855517284495474
0.3590797539854363,0.9979409836280558,0.05072411693216824,-0.048281640644003344,-0.04055630152029868,-0.10084232653485324,0.3697348045251485
0.36605478618269993,1.000365182107532,0.04586599717437765,-0.04822426561376957,-0.04035434116687763,-0.10267900009625382,0.3786081490178739
0.38051563586695153,0.9934516227942088,0.06949726122515654,-0.04819118934989123,-0.04141478208778432,-0.10666208536634382,0.3972515261529568
0.36593711595155376,0.9832015633725719,0.054738972901011075,-0.04834663029685338,-0.0407097665572129,-0.10290644825519567,0.3784578160554135
0.37025275850593503,0.9917925814208386,0.05203093475808361,-0.04826126332360935,-0.040617211332620265,-0.1039362174384616,0.383985791966883
0.37542671355274804,0.9864916835790064,0.030983882599471504,-0.048270562298792216,-0.03970701871001022,-0.10540894048266689,0.39065241996773636
0.3557477310029029,1.0262142141030572,0.03456865837964541,-0.048106677802772446,-0.039843699531016935,-0.09954453523694172,0.36552294754740666
0.3499035191105077,1.0187823750266591,0.06093402198348747,-0.04819350241448807,-0.041030925723097335,-0.09808593090338509,0.35817736344534046
0.3544204713359442,1.017348056764224,0.04610463366569804,-0.04817553011013675,-0.04037065584412338,-0.09931508519180603,0.3638500528367925
0.37306671896344895,0.9960871474730274,0.05277048661251725,-0.048214409387967554,-0.040661020523161735,-0.10462447151134346,0.38760624766937646
0.36349136569764867,1.0054362199428748,0.04884184548864014,-0.04820353347709776,-0.04048904613183497,-0.10191612252546518,0.3753381449964688
0.37219463371572414,1.0038408946629718,0.03702269519780359,-0.048163705329136115,-0.039961020827471036,-0.10427013031952298,0.38648286270823284
0.37764916930117676,0.9811679779148369,0.030475984823686186,-0.048297175217228434,-0.03969018467878762,-0.10609140058775786,0.393529261540728
0.36212788108804633,1.001101966969626,0.045478613466990676,-0.048241909236623005,-0.040335392443469543,-0.10161466019127934,0.37360306179910774
0.35944278689609743,1.00095355638134,0.01731557214565579,-0.04825858146548144,-0.03911194123455576,-0.10089606833844543,0.3701947488512476
0.3686396285589674,0.9991360727000766,0.05763453649357136,-0.048218018920637366,-0.04087502071395511,-0.10339065848520697,0.3819160372836683
0.36564345736986653,1.006522168654998,0.05885102892492049,-0.04818318413731713,-0.040941716425330614,-0.102476249353334,0.37808273995516495
0.36680794668202077,0.983510681057495,0.046106274164675456,-0.04833963907672324,-0.040351191691562704,-0.1031364212737158,0.37957089122185406
0.3753646690246864,0.9722459152945847,0.05960574738837079,-0.04837466277272497,-0.04090154730468145,-0.10561880792121628,0.3905722211164657
0.3511480244810996,1.0162765964204257,0.03608551367879451,-0.04820282927329402,-0.039921718286438805,-0.09845384414674581,0.35973713582081746
0.3653416345846014,1.008176410650821,0.0608095517505109,-0.04817331191389223,-0.04103365431991475,-0.10237068069737602,0.3776973786039459
0.35568328040716546,1.0022613261830178,0.05707615211445428,-0.048271478713933495,-0.0408323600888738,-0.09986745260755721,0.3654416497113291
0.3400173111577308,1.0145557810425718,0.028195596179953538,-0.04828222494056653,-0.039589481117218335,-0.09549007229774305,0.34587147061129686
0.3762714690757285,0.9844199936418789,0.06665103890097707,-0.048280971337657665,-0.04124026143657836,-0.10566890482557771,0.3917449691637689
0.3605238326720864,1.01216078008201,0.04726103177389088,-0.04817424279760907,-0.04042290531365062,-0.10102265891254023,0.37156560543788286
0.3437088117377333,1.0236380055090415,0.0395723682931484,-0.04819940574516879,-0.040076790935289756,-0.09636121530263783,0.35044893253278064
0.3649890994168059,0.9817166004587718,0.05223630914831034,-0.04836237684517145,-0.04060178441690109,-0.10267328313857195,0.37724745149316274
0.3561435039133182,1.0114416436431521,0.02426777065693993,-0.04820557072377321,-0.039396880785803064,-0.09986014093514005,0.3660223168354879
0.3377796864461822,1.0333826835702151,0.04954782050865547,-0.04817292191462547,-0.040526173535534483,-0.0946469091200781,0.3431069318456528
0.35892670063035587,1.0123537277628316,0.055215197863249126,-0.04818252308105774,-0.040778763105073224,-0.10059241237153667,0.3695409556660776
0.37430239769010554,0.9832758395602059,0.03774404562511107,-0.04830012210455126,-0.04000004039718914,-0.10515762192345084,0.3892000884505158
0.37298064163960093,0.9990530828861304,0.04144379310908927,-0.048193542251127854,-0.04016032214361789,-0.10455506071371133,0.3874953121016629
0.3527679187633924,1.0163228318260797,0.06744408113777947,-0.04819262483431176,-0.041322197054766426,-0.09888708668894297,0.36177099092039255
0.3326453400742863,1.0276341760131338,0.03391955896760051,-0.048242903936003105,-0.03983027837800852,-0.09334365542359542,0.3367922519060649
0.36640968676739716,0.9951915804486822,0.04740195913090722,-0.04825886265826702,-0.04041700633661634,-0.10285228569378443,0.3790616954634498
0.3646830830018421,1.0149304590800583,0.023637140411122786,-0.048129768051949,-0.039344124297914694,-0.1020937849472805,0.37685705410291837
0.3495094217741041,1.0190260157924353,0.05442595876282711,-0.04819428360920316,-0.04073999738295035,-0.09797704457579964,0.3576839304018098
0.37681002060055707,0.9780928636019147,0.023962633837839385,-0.04832422300197234,-0.03942127992234027,-0.10591494422136742,0.3924420954145693
0.3795165528852995,0.9830817086645984,0.02473062440993712,-0.04827293296545554,-0.039437968413172944,-0.10656248208060834,0.3959526510443334
0.379205235665472,1.001543526257501,0.03133301994255853,-0.04813945064245574,-0.039699294665950714,-0.10618064846653072,0.39554824834443636
0.3732026870256266,0.9963683945213325,0.05227898192953799,-0.04821160441686915,-0.0406399465255433,-0.10465651403342288,0.38778150612234064
0.36565484252277225,0.9936911525914397,0.020140797228872683,-0.04827379662462438,-0.039240515523905825,-0.10267216130290352,0.37809727911957114
0.366365045130214,0.9888026367383176,0.0128306858012523,-0.0483044576817338,-0.03894219196945973,-0.10293691776064383,0.3790046345347453
0.3679225401171067,0.9892136482886613,0.04642391584311545,-0.04829280738406871,-0.0403703305959968,-0.10334959192627821,0.3809972960109749
0.373002722401666,0.9961987230066238,0.051520802716119155,-0.04821397150100613,-0.040605815855649395,-0.10460557398961462,0.3875237684269004
0.4001641246591529,0.967659309961587,0.04939952409557391,-0.04827925669904441,-0.04049988743467103,-0.11237472565036952,0.4231283174519356
0.3874612743793878,0.9761039072218514,0.03827351694244563,-0.04828173756049312,-0.04002190638969012,-0.10881308218505746,0.4063262400467036
0.37064193253461203,0.997490295875925,0.04361076647907782,-0.04821823206243555,-0.040255398148438426,-0.10395269496567186,0.3844857504082482
0.3413881415303591,1.0233348980441963,0.033846367440203896,-0.04821590762592249,-0.039823733929773855,-0.09574336700871912,0.34756887041647677
0.3562439839055748,0.9852943131400358,0.06071681966725678,-0.04838549829991445,-0.04094275920291189,-0.1002611485426627,0.366149137129689
0.35171161579214894,1.0086021792658144,0.043501723746325556,-0.048251550321640566,-0.040248334305639934,-0.09871153422983145,0.36044428977924303
0.3662054224001743,0.9787338683045388,0.032331589028643526,-0.048376950465816894,-0.03978154384395964,-0.10304648384740514,0.37880063068224556
0.3578913114744216,1.007638909091346,0.05045102984725695,-0.0482213443450605,-0.0405569518311736,-0.10038305008732444,0.3682305544161695
0.33916694634040206,1.0141114860657365,0.028191497463538776,-0.04829032670838084,-0.03959121779618132,-0.0952672399977797,0.3448199651387782
0.3743286413134238,1.0131217414965081,0.025893397248800947,-0.04808437214926039,-0.03943497437695795,-0.1046952374190259,0.3892339653972581
0.3740522644858103,0.9857257286727952,0.05595526490195436,-0.048283736972697604,-0.04078017147220824,-0.10505169936808674,0.38887725606771717
0.36141589850799877,0.9972552312505036,0.04680272183759757,-0.04827296061177655,-0.04038914252890448,-0.10148015145200881,0.372698203946344
0.3547475192349701,1.0067886985744035,0.009126580215314655,-0.04824587176217026,-0.0387489105147417,-0.09955187490565334,0.36426201301908945
0.3581317734318737,1.0196027641811778,0.06358473981046683,-0.04813727437207699,-0.041175505462589856,-0.10027536876555919,0.36853473619210186
0.3482804952788428,1.0235953283602688,0.016242383285320492,-0.048171147103311364,-0.03902403732182611,-0.09758567268314518,0.35614678374670183
0.3747108855715551,1.0021257132706511,0.034604143522475095,-0.04816135682494552,-0.039851302935089795,-0.10496993827458351,0.3897275162295286
0.35261324747842077,1.0100661646934714,0.04059939757219574,-0.04823618535900518,-0.04012218290771937,-0.09893307282139183,0.3615766177305635
0.35644582374782685,1.030572351840339,0.06792124085559288,-0.04807245005445798,-0.04140979455981078,-0.09966890938582045,0.36640393590608
0.36016726337900123,1.0082170674305917,0.030429964432434713,-0.04820379859236197,-0.03967032388433361,-0.10098466234059997,0.3711132426738053
0.35461960004274573,1.0067801849423637,0.06435301464190181,-0.04824668921477223,-0.04115807763294609,-0.09951766342122066,0.3641008619876924
0.3581030160656404,1.002517196677529,-0.011565357331424898,-0.048255548544549595,-0.03785602031542498,-0.1005136754755815,0.3684983536646227
0.3633496489225934,1.0099032985676875,0.05630258848086258,-0.04817305002424179,-0.040830614562258914,-0.10181196216305921,0.3751576685929945
0.3633582855796768,0.997118886762265,0.04756842958422275,-0.04826274198768674,-0.040423652373645744,-0.10200394734555376,0.375168666473211
0.37839481122662877,0.9872112319491146,0.033695195926414914,-0.04824883681402004,-0.03982122937663831,-0.10619447904077409,0.39449623873502504
0.36512923054010943,0.9951266682951551,0.03301435762901026,-0.04826663724894087,-0.03979406435258287,-0.10250936961956551,0.3774262718896586
0.34942150182596154,1.0055569699828788,0.056958652110468626,-0.048285832732046195,-0.040822496316814665,-0.09813846708617373,0.35757388222951225
0.36457335746864666,1.008101061722989,0.05206334990945597,-0.04817840781893712,-0.04063826418802292,-0.10216621161790171,0.37671710896511956
0.39082322453646706,0.9928853804238853,0.019866060842028632,-0.048137149139089334,-0.03917387139590829,-0.10942855092472874,0.4107471171424615
0.34419790966891994,1.0175580138432034,0.03096437411197994,-0.04823677761359054,-0.03970005868259438,-0.09657315829910225,0.3510569784495534
0.38789396797874587,0.9764964479890313,0.04183552153647494,-0.04827647457655761,-0.04017496721714851,-0.10892272364273851,0.40689417907713565
0.3484872909365524,1.0102174357666642,0.023792270107960225,-0.0482599119612377,-0.039393321534063386,-0.09782354298609466,0.3564052814144465
0.3751980114784065,0.9903228091573008,0.031089099378407113,-0.04824401482942932,-0.03970681576698773,-0.10528679089248741,0.39035682999782684
0.34650303098071017,1.0140608125107364,0.013510517436197378,-0.04824605562986353,-0.038940281052933644,-0.09723861616134964,0.353927646507707
0.3669711907781784,0.9817008538930999,0.040799718812557624,-0.048351639199538214,-0.04012936082115068,-0.10320793567515317,0.3797796799809199
0.36078690054015405,1.0148016802390978,0.050303260694748206,-0.04815429342399334,-0.04056399386862977,-0.10105450847215147,0.3718994755299583
0.37907741814964135,0.9882986970705826,0.02752136768989325,-0.04823707302072883,-0.039549291376621845,-0.1063601104997242,0.39538225817906136
0.384613087732674,1.006514649535597,0.051637689594102636,-0.04807132841606918,-0.040643612569887556,-0.10754249318761447,0.40259546224136544
0.3411733773196427,1.023894338127315,0.03996423115097866,-0.04821356209791406,-0.040094287257004785,-0.09567848108178952,0.3473027540477207
0.39682695981485955,0.9605036584845419,0.05052391825923013,-0.04835166295774217,-0.04053324030637825,-0.1116047049360999,0.4186883076886714
0.3482564626370656,1.0060410993087483,0.040874054317995095,-0.048289463329173055,-0.040133401907019244,-0.09781860876458494,0.35611674686637995
0.3615210134221216,1.01004326033045,0.0331343052412748,-0.04818300418485735,-0.039787699810866675,-0.10132050337148701,0.37283174410554487
0.38055696814107487,0.9929934974798522,0.023076865137056247,-0.04819431991733437,-0.03934017290710277,-0.1066806008603953,0.39730529576818596
0.3514727286282438,1.0143280234390057,0.040427367467406126,-0.0482140719826008,-0.04011478747131025,-0.09856786810103885,0.36014449114068503
0.35324766312646283,1.0102695880596282,0.06933628866336072,-0.04823099343910837,-0.04138451622998193,-0.09910040363527395,0.36237411536246444
0.3796362758347643,1.0073547671265708,0.04395889139185191,-0.048094507186658385,-0.04028024123082948,-0.1062020993712041,0.39610821358906234
